recid,location,event,eventType,xcoord,ycoord,dt,_date,_time,lon,lat
5216,E PRINCESS ANNE ROAD & MONTICELLO AVENUE,Hurricane Matthew (10/5/2016),Flooded street,12130363,3480389.25,09:26.0,10/8/2016,09:26.0,-76.286761,36.860584
5217,900 BLOCK OF MADISON AVENUE,Hurricane Matthew (10/5/2016),Flooded street,12136606.15,3477056.581,10:24.0,10/8/2016,10:24.0,-76.265697,36.85103
5218,OXFORD STREET & NEWPORT AVENUE,Hurricane Matthew (10/5/2016),Flooded street,12131787,3497224.75,13:52.0,10/8/2016,13:52.0,-76.280542,36.90672
5219,300 BLOCK OF SHIRLEY AVENUE,Hurricane Matthew (10/5/2016),Flooded street,12129258.72,3481752.757,14:43.0,10/8/2016,14:43.0,-76.290425,36.864399
5220,LLEWELLYN AVENUE & SHIRLEY AVENUE,Hurricane Matthew (10/5/2016),Flooded street,12129725,3481565.875,15:21.0,10/8/2016,15:21.0,-76.288847,36.863856
5221,HAMPTON BOULEVARD & MAGNOLIA AVENUE,Hurricane Matthew (10/5/2016),Flooded street,12125298.5,3492868.75,33:28.0,10/8/2016,33:28.0,-76.303074,36.895176
5222,COLLEY AVENUE & W 21ST STREET,Hurricane Matthew (10/5/2016),Flooded underpass,12127540.5,3484089,33:48.0,10/8/2016,33:48.0,-76.296111,36.870925
5225,N MILITARY HIGHWAY & NORVIEW AVENUE,Hurricane Matthew (10/5/2016),Flooded street,12148595,3493240,36:33.0,10/8/2016,36:33.0,-76.223401,36.89468
5226,300 BLOCK OF E LITTLE CREEK ROAD,Hurricane Matthew (10/5/2016),Flooded street,12136613.53,3501468.001,36:56.0,10/8/2016,36:56.0,-76.263695,36.918059
5230,DUKE STREET & W OLNEY ROAD,Hurricane Matthew (10/5/2016),Flooded street,12128851.37,3478992.195,42:42.0,10/8/2016,42:42.0,-76.292038,36.856846
5244,1200 BLOCK OF MONTICELLO AVENUE,Hurricane Matthew (10/5/2016),Flooded street,12130402,3480522.375,14:12.0,10/8/2016,14:12.0,-76.286617,36.860947
5246,35TH STREET & HAMPTON BOULEVARD,Hurricane Matthew (10/5/2016),Flooded street,12125754,3486604.5,14:37.0,10/8/2016,14:37.0,-76.302016,36.877946
5252,LLEWELLYN AVENUE & W 25TH STREET,Hurricane Matthew (10/5/2016),Flooded street,12130105,3484292,23:27.0,10/8/2016,23:27.0,-76.28733,36.871317
5263,E PRINCESS ANNE ROAD & SALTER STREET,Hurricane Matthew (10/5/2016),Flooded street,12131160,3480179,45:54.0,10/8/2016,45:54.0,-76.284054,36.859956
5264,8100 BLOCK OF TIDEWATER DRIVE,Hurricane Matthew (10/5/2016),Flooded street,12139699.31,3502471.476,47:00.0,10/8/2016,47:00.0,-76.253061,36.920613
5266,3600 BLOCK OF SEWELLS POINT ROAD,Hurricane Matthew (10/5/2016),Flooded street,12144467.99,3490785.926,47:33.0,10/8/2016,47:33.0,-76.237711,36.888214
5277,BESSIE STREET & JANET DRIVE,Hurricane Matthew (10/5/2016),Flooded street,12148101,3492583.5,14:55.0,10/8/2016,14:55.0,-76.225144,36.89291
5278,AZALEA GARDEN ROAD & SHAFER STREET,Hurricane Matthew (10/5/2016),Flooded street,12147063,3486199.25,21:21.0,10/8/2016,21:21.0,-76.229217,36.875448
5279,2800 BLOCK OF DUNKIRK AVENUE,Hurricane Matthew (10/5/2016),Flooded street,12137229,3484678.25,21:50.0,10/8/2016,21:50.0,-76.262951,36.871917
5280,E PRINCESS ANNE ROAD & INGLESIDE ROAD,Hurricane Matthew (10/5/2016),Flooded street,12142817.5,3481606.375,22:33.0,10/8/2016,22:33.0,-76.244103,36.863117
5281,E PRINCESS ANNE ROAD & MERRIMAC AVENUE,Hurricane Matthew (10/5/2016),Flooded street,12140065,3479459.75,23:07.0,10/8/2016,23:07.0,-76.253683,36.857403
5282,AZALEA GARDEN ROAD & E PRINCESS ANNE ROAD,Hurricane Matthew (10/5/2016),Flooded street,12145504.5,3483016.375,24:02.0,10/8/2016,24:02.0,-76.234805,36.866812
5285,CROMWELL DRIVE & TIDEWATER DRIVE,Hurricane Matthew (10/5/2016),Flooded street,12137895,3489930.75,25:57.0,10/8/2016,25:57.0,-76.260249,36.886296
5287,CHESAPEAKE BOULEVARD & E LITTLE CREEK ROAD,Hurricane Matthew (10/5/2016),Flooded street,12143127.09,3500417.25,27:19.0,10/8/2016,27:19.0,-76.241507,36.914748
5296,DIVEN STREET & TERMINAL BOULEVARD,Hurricane Matthew (10/5/2016),Flooded street,12127689.5,3501781.875,11:12.0,10/9/2016,11:12.0,-76.294188,36.919497
5297,HAMPTON BOULEVARD & TERMINAL BOULEVARD,Hurricane Matthew (10/5/2016),Flooded street,12122989.5,3501066.875,11:39.0,10/9/2016,11:39.0,-76.310318,36.917835
5303,CHESAPEAKE BOULEVARD & ROBIN HOOD ROAD,Hurricane Matthew (10/5/2016),Flooded street,12141107,3487221,18:57.0,10/9/2016,18:57.0,-76.24949,36.878646
5304,I-64E HIGHWAY & KEMPSVILLE ROAD,Hurricane Matthew (10/5/2016),Flooded street,12156998,3479863.5,30:16.0,10/9/2016,30:16.0,-76.195791,36.857391
5317,1600 BLOCK OF LAFAYETTE BOULEVARD,Hurricane Matthew (10/5/2016),Flooded street,12135852.5,3486494.25,29:55.0,10/9/2016,29:55.0,-76.267509,36.876993
5320,2900 BLOCK OF SOUTH CAPE HENRY AVENUE,Hurricane Matthew (10/5/2016),Flooded street,12140490.64,3480564.691,15:06.0,10/9/2016,15:06.0,-76.252139,36.860409
5339,1300 BLOCK OF VIRGILINA AVENUE,Hurricane Matthew (10/5/2016),Flooded street,12144625.29,3510239.132,22:43.0,10/9/2016,22:43.0,-76.235578,36.941618
5344,1300 BLOCK OF JOHNSTONS ROAD,Hurricane Matthew (10/5/2016),Flooded street,12144608.89,3497967.916,46:44.0,10/9/2016,46:44.0,-76.23664,36.907925
5350,W PRINCESS ANNE ROAD & STOCKLEY GARDENS,Hurricane Matthew (10/5/2016),Flooded street,12127796.5,3481624.75,50:04.0,10/9/2016,50:04.0,-76.295432,36.864142
5358,PYTHIAN AVENUE & WINSTON STREET,Hurricane Matthew (10/5/2016),Flooded street,12143372,3503137,33:08.0,10/9/2016,33:08.0,-76.240447,36.9222
5384,4000 HEUTTE DRIVE,Hurricane Matthew (10/5/2016),Flooded street,12156308.67,3500887.278,18:47.0,10/9/2016,18:47.0,-76.196393,36.915164
5413,1300 BLOCK OF KEMPSVILLE ROAD,Hurricane Matthew (10/5/2016),Flooded street,12154365.92,3484005.264,02:21.0,10/9/2016,02:21.0,-76.20444,36.868939
5415,E LITTLE CREEK ROAD & SAN ANTONIO BOULEVARD,Hurricane Matthew (10/5/2016),Flooded street,12136058,3501211.25,07:43.0,10/9/2016,07:43.0,-76.265616,36.91739
5459,925 TIFTON STREET,Hurricane Matthew (10/5/2016),Flooded street,12140970.79,3496415.588,36:01.0,10/9/2016,36:01.0,-76.249207,36.903901
5487,EDWARD STREET & NORVIEW AVENUE,Hurricane Matthew (10/5/2016),Flooded street,12147602,3492526.75,11:30.0,10/9/2016,11:30.0,-76.226854,36.892787
5492,5812 MONROE PLACE,Hurricane Matthew (10/5/2016),Flooded street,12126140.67,3492818.222,13:17.0,10/9/2016,13:17.0,-76.300199,36.894984
5541,BEACH VIEW STREET & LONDON STREET,Hurricane Matthew (10/5/2016),Flooded street,12142147,3508948.5,35:39.0,10/9/2016,35:39.0,-76.244161,36.938238
5542,2023 MEADOW LAKE COURT,Hurricane Matthew (10/5/2016),Flooded street,12150433,3495462.75,38:03.0,10/9/2016,38:03.0,-76.216934,36.900661
5581,6129 EDISON AVENUE,Hurricane Matthew (10/5/2016),Flooded street,12158037,3473289.001,19:36.0,10/10/2016,19:36.0,-76.19279,36.839269
5593,9634 SALEM STREET,Hurricane Matthew (10/5/2016),Flooded street,12132485.98,3518841.139,35:37.0,10/10/2016,35:37.0,-76.276411,36.966031
5596,7000 BLOCK OF HUNTERS COURT,Hurricane Matthew (10/5/2016),Flooded street,12148458.72,3498322.996,42:54.0,10/10/2016,42:54.0,-76.223448,36.908646
5597,1600 BLOCK OF BANNING ROAD,Hurricane Matthew (10/5/2016),Flooded street,12147369.35,3497788.326,43:52.0,10/10/2016,43:52.0,-76.227217,36.90725
5600,7000 BLOCK OF GARDNER DRIVE,Hurricane Matthew (10/5/2016),Flooded street,12148143.92,3498656.044,44:40.0,10/10/2016,44:40.0,-76.224497,36.909581
5601,6900 BLOCK OF CHIRONNA PLACE,Hurricane Matthew (10/5/2016),Flooded street,12147903.92,3497899.264,45:49.0,10/10/2016,45:49.0,-76.22538,36.907519
5639,1629 COLON AVENUE,Hurricane Matthew (10/5/2016),Flooded street,12137968.69,3468887.125,37:37.0,10/10/2016,37:37.0,-76.261703,36.828509
5665,5906 MCGINNIS CIRCLE,Hurricane Matthew (10/5/2016),Flooded street,12154606,3470966.999,22:28.0,10/10/2016,22:28.0,-76.204703,36.833123
5669,2634 MARLBORO AVENUE,Hurricane Matthew (10/5/2016),Flooded street,12138891.47,3473900.805,31:12.0,10/10/2016,31:12.0,-76.258144,36.842215
5678,KINGSTON AVENUE & STURGIS STREET,Hurricane Matthew (10/5/2016),Flooded street,12145295,3510284,40:17.0,10/10/2016,40:17.0,-76.233283,36.941697
5687,2509 COTTAGE AVENUE,Hurricane Matthew (10/5/2016),Flooded street,12135687.89,3482697.86,44:07.0,10/10/2016,44:07.0,-76.268378,36.866579
5708,7700 GLOUCESTER AVENUE,Hurricane Matthew (10/5/2016),Flooded street,12132493.11,3501268.319,03:29.0,10/10/2016,03:29.0,-76.277802,36.917778
5709,7700 GLOUCESTER AVENUE,Hurricane Matthew (10/5/2016),Flooded Underpass,12132493.11,3501268.319,03:29.0,10/10/2016,03:29.0,-76.277802,36.917778
5718,426 DELAWARE AVENUE,Hurricane Matthew (10/5/2016),Flooded street,12130524,3488994.75,04:30.0,10/10/2016,04:30.0,-76.285521,36.884204
5719,426 DELAWARE AVENUE,Hurricane Matthew (10/5/2016),Flooded Underpass,12130524,3488994.75,04:30.0,10/10/2016,04:30.0,-76.285521,36.884204
5741,MAYFLOWER ROAD & NEW JERSEY AVENUE,Hurricane Matthew (10/5/2016),Flooded street,12128392,3489645,23:03.0,10/10/2016,23:03.0,-76.292756,36.886126
5742,425 PLEASANT POINT DRIVE,Hurricane Matthew (10/5/2016),Flooded street,12156569,3470130,26:11.0,10/10/2016,26:11.0,-76.198068,36.830693
5745,7012 HUNTERS COURT,Hurricane Matthew (10/5/2016),Flooded street,12148549.14,3498425.584,41:58.0,10/10/2016,41:58.0,-76.22313,36.908921
5777,731 MICHIGAN AVENUE,Hurricane Matthew (10/5/2016),Flooded street,12128083.06,3487634.663,14:58.0,10/10/2016,14:58.0,-76.293973,36.880626
5780,CALLA AVENUE & STURGIS ROAD,Hurricane Matthew (10/5/2016),Flooded street,12144182,3508444,16:01.0,10/10/2016,16:01.0,-76.237241,36.936719
5937,KINGSTON AVENUE & MORWIN STREET,Hurricane Matthew (10/5/2016),Flooded street,12144933,3510497.25,29:12.0,10/10/2016,29:12.0,-76.234504,36.942307
6039,8201 CARLTON STREET,Hurricane Matthew (10/5/2016),Flooded street,12143915,3502480.001,46:30.0,10/10/2016,46:30.0,-76.238643,36.92036
6040,1300 TEMPLAR BOULEVARD,Hurricane Matthew (10/5/2016),Flooded street,12144070,3502558.251,46:45.0,10/10/2016,46:45.0,-76.238107,36.920565
6143,7445 HAMPTON BOULEVARD,Hurricane Matthew (10/5/2016),Flooded street,12123876.69,3499844.032,54:22.0,10/10/2016,54:22.0,-76.307381,36.91442
6145,446 PEACE HAVEN DRIVE,Hurricane Matthew (10/5/2016),Flooded street,12156512,3469616.001,05:00.0,10/10/2016,05:00.0,-76.198305,36.829286
6166,E BRAMBLETON AVENUE & TIDEWATER DRIVE,Hurricane Matthew (10/5/2016),Flooded underpass,12133519.87,3476716,43:16.0,10/10/2016,43:16.0,-76.276269,36.850294
6228,W BAYVIEW BOULEVARD & EXECUTIVE DRIVE,Hurricane Matthew (10/5/2016),Flooded street,12135650,3507534,59:41.0,10/11/2016,59:41.0,-76.266499,36.934778
6230,8711 SEMMES AVENUE,Hurricane Matthew (10/5/2016),Flooded street,12136187.75,3508252.056,03:39.0,10/11/2016,03:39.0,-76.264602,36.936715
6264,243 GREENBRIER AVENUE,Hurricane Matthew (10/5/2016),Flooded street,12121870.83,3505986.944,43:05.0,10/11/2016,43:05.0,-76.313754,36.931416
6274,8100 BLOCK OF GLEN MYRTLE AVENUE,Hurricane Matthew (10/5/2016),Flooded street,12122255.5,3504535.75,00:01.0,10/11/2016,00:01.0,-76.312553,36.927406
6278,300 BLOCK OF ROGERS AVENUE,Hurricane Matthew (10/5/2016),Flooded street,12122516,3505576.875,01:49.0,10/11/2016,01:49.0,-76.31158,36.930249
6284,533 BEECHWOOD AVENUE,Hurricane Matthew (10/5/2016),Flooded street,12123880,3505456.001,04:40.0,10/11/2016,04:40.0,-76.306924,36.92983
6286,BOUSH CREEK AVENUE & GLENDALE AVENUE,Hurricane Matthew (10/5/2016),Flooded street,12123575,3504800.75,06:06.0,10/11/2016,06:06.0,-76.308019,36.92805
6313,PACE ROAD & RIDGEFIELD DRIVE,Hurricane Matthew (10/5/2016),Flooded street,12155118,3502938,20:26.0,10/11/2016,20:26.0,-76.200293,36.920874
6319,REDMON ROAD & SIMMS ROAD,Hurricane Matthew (10/5/2016),Flooded street,12155465,3502627.75,37:23.0,10/11/2016,37:23.0,-76.199133,36.919999
6330,1400 BLOCK OF GODFREY AVENUE,Hurricane Matthew (10/5/2016),Flooded street,12140368.34,3480089.067,52:59.0,10/11/2016,52:59.0,-76.252596,36.859111
6340,FORREST AVENUE & EVERGREEN AVENUE,Hurricane Matthew (10/5/2016),Flooded street,12122934,3505047,03:12.0,10/11/2016,03:12.0,-76.310192,36.928767
6346,GLEN MYRTLE AVENUE & BEECHWOOD AVENUE,Hurricane Matthew (10/5/2016),Flooded street,12122185,3505270.25,08:17.0,10/11/2016,08:17.0,-76.312736,36.929428
6370,600 BLOCK OF W 23RD STREET,Hurricane Matthew (10/5/2016),Flooded street,12128262.93,3484344.793,34:44.0,10/11/2016,34:44.0,-76.293621,36.871581
6388,8014 WOODALL ROAD,Hurricane Matthew (10/5/2016),Flooded street,12155912.85,3502846.286,45:46.0,10/11/2016,45:46.0,-76.197583,36.920569
6402,5300 BLOCK OF WYNGATE DRIVE,Hurricane Matthew (10/5/2016),Flooded street,12149908.77,3479811.432,02:42.0,10/11/2016,02:42.0,-76.220019,36.85772
6403,5300 BLOCK OF GREENPLAIN ROAD,Hurricane Matthew (10/5/2016),Flooded street,12149075.76,3480940.57,03:37.0,10/11/2016,03:37.0,-76.222772,36.860876
6404,1100 BLOCK OF EASTOVER ROAD,Hurricane Matthew (10/5/2016),Flooded street,12148874.74,3480271.148,04:42.0,10/11/2016,04:42.0,-76.223514,36.859051
6416,3507 POMROY AVENUE,Hurricane Matthew (10/5/2016),Flooded street,12137059.22,3489319.281,13:49.0,10/11/2016,13:49.0,-76.263156,36.884671
6418,5512 JANET DRIVE,Hurricane Matthew (10/5/2016),Flooded street,12148280.28,3492755.148,16:06.0,10/11/2016,16:06.0,-76.224517,36.893369
6420,5531 KILMER LANE,Hurricane Matthew (10/5/2016),Flooded street,12151576.33,3487128.861,18:32.0,10/11/2016,18:32.0,-76.213715,36.877702
6455,ROLFE AVENUE & WALNUT HILL STREET,Hurricane Matthew (10/5/2016),Flooded street,12122752,3494203.5,35:30.0,10/11/2016,35:30.0,-76.311674,36.899004
6461,SURREY CRESCENT & UPPER BRANDON PLACE,Hurricane Matthew (10/5/2016),Flooded street,12124355,3493766.75,38:21.0,10/11/2016,38:21.0,-76.306229,36.897702
6481,916 LITTLE BAY AVENUE,Hurricane Matthew (10/5/2016),Flooded street,12132503.99,3518702.971,51:13.0,10/11/2016,51:13.0,-76.27636,36.96565
6490,9500 BLOCK OF 10TH BAY STREET,Hurricane Matthew (10/5/2016),Flooded street,12153209.24,3506322.13,56:45.0,10/11/2016,56:45.0,-76.20654,36.930294
6522,4245 HEUTTE DRIVE,Hurricane Matthew (10/5/2016),Flooded street,12157475,3499791.749,07:24.0,10/11/2016,07:24.0,-76.192496,36.912077
6533,7945 RANSOM ROAD,Hurricane Matthew (10/5/2016),Flooded street,12156597.36,3502713.277,18:12.0,10/11/2016,18:12.0,-76.195253,36.920158
6541,1510 CRANE AVENUE,Hurricane Matthew (10/5/2016),Flooded street,12145272.34,3502182.22,26:59.0,10/11/2016,26:59.0,-76.234026,36.919453
6558,2538 WEST AZALEA POINT ROAD,Hurricane Matthew (10/5/2016),Flooded street,12153519.36,3498666.444,31:41.0,10/11/2016,31:41.0,-76.206115,36.909252
6559,2460 RANKIN COURT,Hurricane Matthew (10/5/2016),Flooded street,12151362,3502050.501,38:26.0,10/11/2016,38:26.0,-76.213212,36.918688
6683,3829 WEDGEFIELD AVENUE,Hurricane Matthew (10/5/2016),Flooded street,12147648,3476281.999,03:38.0,10/11/2016,03:38.0,-76.228034,36.848179
6790,5371 WYNGATE DRIVE,Hurricane Matthew (10/5/2016),Flooded street,12149962.92,3479792.36,27:16.0,10/12/2016,27:16.0,-76.219835,36.857664
6791,2733 AYLIFF ROAD,Hurricane Matthew (10/5/2016),Flooded street,12149036,3488413,30:43.0,10/12/2016,30:43.0,-76.222291,36.881397
6820,3500 BLOCK OF SEWELLS POINT ROAD,Hurricane Matthew (10/5/2016),Flooded street,12144911.22,3490053.955,39:02.0,10/13/2016,39:02.0,-76.236256,36.886175
